"","id_outbreak","Year","icd10n","icd103n","icd104n","icd10c","icd103c","icd104c","Disease","Definition","Country","iso2","iso3","unsd_region","unsd_subregion","who_region","DONs"
"356","2025UZBJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Uzbekistan","UZ","UZB","Asia","Central Asia","European Region","DON2938"
"357","2025UZBU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Uzbekistan","UZ","UZB","Asia","Central Asia","European Region","Coronavirus dashboard"
"358","2025VENU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Venezuela (Bolivarian Republic of)","VE","VEN","Americas","Latin America and the Caribbean","Region of the Americas","Coronavirus dashboard"
"359","2025VGBU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Virgin Islands (British)","VG","VGB","Americas","Latin America and the Caribbean",NA,"Coronavirus dashboard"
"360","2025VNMJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Viet Nam","VN","VNM","Asia","South-eastern Asia","Western Pacific Region","DON2938"
"361","2025VUTJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Vanuatu","VU","VUT","Oceania","Melanesia","Western Pacific Region","DON2938"
"362","2025WLFJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Wallis and Futuna","WF","WLF","Oceania","Polynesia",NA,"DON2938"
"363","2025WSMJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Samoa","WS","WSM","Oceania","Polynesia","Western Pacific Region","DON2938"
"364","2025XXKJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Kosovo","XK","XXK","Europe","Southern Europe",NA,"DON2938"
"365","2025YEMA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Yemen","YE","YEM","Asia","Western Asia","Eastern Mediterranean Region","DON2928"
"366","2025YEMJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Yemen","YE","YEM","Asia","Western Asia","Eastern Mediterranean Region","DON2938"
"367","2025ZAFA369","2025","Other bacterial diseases","Diphtheria","Diphtheria, unspecified","A30-A49","A36","A369","Diphtheria, unspecified","A disease commonly of the respiratory system, caused by an infection of the gram-positive bacteria Corynebacterium diphtheriae. This disease is characterised by sore throat, fever, and a pseudomembrane on the tonsils, pharynx, or nasal cavity. Transmission is by inhalation of infected respiratory secretions, or direct cutaneous contact. Confirmation is by identification of Corynebacterium diphtheriae from a throat swab or infected tissue, and by clinical signs.","South Africa","ZA","ZAF","Africa","Sub-Saharan Africa","African Region","DON2934"
"368","2025ZAFB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","South Africa","ZA","ZAF","Africa","Sub-Saharan Africa","African Region","DON2936"
"369","2025ZAFJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","South Africa","ZA","ZAF","Africa","Sub-Saharan Africa","African Region","DON2938"
"370","2025ZAFU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","South Africa","ZA","ZAF","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"371","2025ZMBA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Zambia","ZM","ZMB","Africa","Sub-Saharan Africa","African Region","DON2928"
"372","2025ZMBB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Zambia","ZM","ZMB","Africa","Sub-Saharan Africa","African Region","DON2936"
"373","2025ZMBJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Zambia","ZM","ZMB","Africa","Sub-Saharan Africa","African Region","DON2938"
"374","2025ZWEA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Zimbabwe","ZW","ZWE","Africa","Sub-Saharan Africa","African Region","DON2928"
"375","2025ZWEU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Zimbabwe","ZW","ZWE","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
